carol_singing,snowball_energy,label
0.03160201481141651,0.7657663527760885,1
-1.3793642481327562,-0.3999122970807215,0
0.5181162332222327,0.20001040470283532,1
1.3909419543097752,-0.06751228258894194,0
2.2105886175712017,0.1630591527311962,1
0.09048831934582671,0.6283425056961428,1
0.6043594217269603,0.11874476776082941,1
1.4153789491957034,0.0665242287823508,0
2.9556521537012173,0.7325819940762439,1
1.3760266476875975,-0.37828211082140295,0
0.5039168169711673,0.14596812378570992,1
1.5226139459408727,-0.4328945596409072,0
0.12389423041993246,1.0499753896730917,1
-1.5622201386833197,-0.3082700183050176,0
1.2898531545450609,0.6154838336611733,0
-1.5657734161367083,-0.47445801101588037,0
0.7495623579648348,0.11765299479175972,1
-1.5189779663039187,-0.47522555726994015,0
1.1178156856355566,0.33038796469191234,0
2.130363188497792,-0.06306119681375201,1
0.7122838843638395,0.5694405590624247,0
-0.7674627789785594,0.775193207971318,0
0.9349983738020257,0.4573472011875541,0
-1.1585995953851729,0.5511926424091413,0
1.2370274676142716,-0.16159621017651143,1
-1.2274561382463602,0.24573831358740464,0
1.1275295446756695,-0.07939263726710426,1
1.8173194880155759,-0.14686798743821178,1
0.2489117992270052,0.9056251751627389,0
0.7655320001103112,0.6386850378675927,0
0.5905661115982976,0.07639706672593889,1
1.0697025039835564,0.5470410493481472,0
-1.3713809608329988,-0.5915986010675377,0
0.20331920012823626,0.9262212623565252,0
-1.0576237068439083,0.33234090338044525,0
0.5654145995173485,0.13289067748502892,1
3.028527788387456,1.0829629654709598,1
2.0724755616201898,-0.056920440554342276,1
-1.3298354765595495,-0.06919754853011666,0
0.05883690114721378,0.5987744304561334,1
1.6170426960281656,-0.08439341070043686,1
2.9463411450859645,1.329287723190947,1
3.141592653589793,1.0796669245903965,1
0.15940498514703583,1.0232233927219716,1
1.3918192646316372,-0.29223834472432897,0
-0.7735801225016474,0.5961737503484538,0
0.7181069407351407,-0.17728391452332296,1
1.4742797170517197,-0.1505655049633038,1
-1.3609575169431294,-0.23344116392706932,0
-1.3902928226468425,-0.05947261133060667,0
-1.2022591105740084,0.18309440693190399,0
-0.45608637063858015,0.8637811220955961,0
3.0081906924967425,0.7526256665787511,1
1.284829909286057,-0.1684139172151767,1
1.424237146191836,-0.06310029172096143,0
-1.079120104967488,0.3599752014795008,0
2.5522662841403707,0.4362338629338947,1
0.7557757148213213,0.48666809119332277,0
2.3730598816480546,0.09496354320868586,1
2.9143799629344747,1.2087132519257129,1
0.5254696527905769,0.6838429609236851,0
-1.3188047064416624,0.09620375479533166,0
0.7231469885516872,0.08408254497549006,1
0.3724233814391124,0.5774006312328186,1
-0.02442413081118849,0.9448239308253541,1
1.2531754661248036,0.17980247460465879,0
2.8727996568183927,0.8019624780139398,1
0.21090608744004477,0.9880621309206937,0
2.817228831662379,0.9232118708124387,1
-0.00791196913489439,1.1140830562268471,1
-1.3805988517999919,0.37163627731313725,0
0.6532843709214385,0.014391085722016136,1
2.8941235780151606,1.297213482596665,1
1.7114815326169799,-0.13553406951653701,1
-1.3446503851438947,-0.30612127908337483,0
0.5920533430153081,0.16068263057438492,1
2.714901063163539,0.2694793623529873,1
1.2940612972447392,0.3569249936171442,0
0.3668189892318543,0.8692771344787384,0
0.5712612922626733,-0.016934960275128738,1
-0.35781579134060426,0.7953058531716095,0
2.8755327541212012,0.9462701290745174,1
-1.0357256178757432,0.48916988609697143,0
